filename,PC1,PC2,PC3
10.jpg,-0.13454145351147026,-2.4955212432923473,-0.9305796127643696
100.jpg,-0.3205049705740207,-2.1197864806345827,0.5739985638717768
101.jpg,-2.2728373462472424,-0.24733345004126686,-0.05831447225965579
102.jpg,0.8111401995496664,0.03587201195184275,-1.310985009011932
103.jpg,-1.5043412548494806,0.5468995891060106,0.8769986709478448
104.jpg,1.9318521370643345,-0.44283512470182457,1.0347758666147786
105.jpg,-1.7702477060991386,0.8437163241376875,-0.040930278206568374
106.jpg,0.2688814637460626,-1.1424092830433699,1.2761030682334584
107.jpg,-1.8748621406714567,-1.0111382125559654,-0.03328261478220535
108.jpg,-1.5149231907993672,-1.6600153282184653,0.5338041826507663
109.jpg,2.1665727424931136,-2.3938304833650896,-1.5427194654730143
11.jpg,-0.3657865685332861,2.1614194827357305,0.19555311935144865
110.jpg,-1.0206096085819767,-0.5556199954907828,0.25199265262734627
111.jpg,0.04942688744389331,-1.974184244914686,-0.06425512537045168
112.jpg,-1.0121828922853437,-1.925367773668098,-0.9081234939580506
113.jpg,2.0691278503106094,0.5740915330294973,0.2696677330969528
114.jpg,-1.5603524933456672,1.516220643801437,0.11688980353898831
115.jpg,-3.7702203848700617,1.8653241691367093,-0.2578142726972217
116.jpg,-0.08674965179463773,-0.23758491768127069,0.3302654727947333
117.jpg,2.1216830150754693,1.0091042859505557,0.0012957209742137175
118.jpg,1.991113040209593,-2.2008800855788966,0.002967141334923178
119.jpg,-0.15395109812217572,-1.5744409755224258,-0.023097474877584637
12.jpg,-2.499234652114844,0.9575600792531116,1.1730967748764398
120.jpg,-0.5704997417069232,-0.6871973004326606,0.043182235741756135
121.jpg,-1.3973357308797683,1.302496419944733,0.020045892584912406
122.jpg,4.931612579055802,-0.1746559013614084,0.5955577936836256
123.jpg,-2.042658171329665,0.024171318709762676,0.18323249378195344
124.jpg,-0.3274107594682867,-1.063327933036146,-1.4609297487509518
125.jpg,2.0003785698444254,-0.022259920828790896,0.5921705925372851
126.jpg,1.3845313460510495,-0.43658007892441,1.2437573264462765
127.jpg,1.7081811833678398,-1.3612086019604737,1.0108878571338618
128.jpg,-1.714051247789364,1.3275249902756632,0.0824483020718375
129.jpg,-3.1786878936645087,-0.6760390441764734,-0.3168766710479735
13.jpg,2.300096448207906,0.7691034786550561,0.0716822460216443
130.jpg,-2.0686056812833273,0.7695745711487362,-0.08168134713086822
131.jpg,2.8108910378996717,-0.5113100847067928,0.7035948828295807
132.jpg,-0.9806944137343026,-0.36886025641338704,0.18736041374301024
133.jpg,-0.1106481865854278,1.7049790367323008,-0.5650663125573568
134.jpg,0.5264007387926392,-0.3667292301654851,0.2440296622935719
135.jpg,0.24837802920797813,-0.4456375276022884,1.0841637588066078
136.jpg,-0.6606533196151251,-0.6657569116889803,0.14021845394228427
137.jpg,2.0966843206378067,0.1545136753851407,0.7830944657570779
138.jpg,1.6786499872874712,3.5001021928897975,-0.0016018633935718611
139.jpg,-3.273597898520345,0.10107822339299581,-0.5309254568969883
14.jpg,1.5746982512276058,-1.3617423979792087,-0.6018748050143834
